Sample Name,Atom Number,Occupied Orbitals,Molecule Weight,HOMO,LUMO,HOMO-LUMO Gap,Principal_Moment_I1,Principal_Moment_I2,Principal_Moment_I3,Farthest Distance,Molecular Radius,Molecular Size Short,Molecular Size Medium,Molecular Size Long,Long/Sum Size Ratio,Length/Diameter,MPP,SDP,Dipole Moment (a.u.),ODI LUMO+1,ODI LUMO,ODI HOMO,ODI HOMO-1,ODI Mean,ODI Std,Isosurface area,Sphericity,LEAE Minimal Value,LEAE Maximal Value,LEAE Average Value,Surface exposed atom num,ESP Minimal Value,ESP Maximal Value,ESP Overall Average Value (kcal/mol),ESP Overall Variance ((kcal/mol)^2),Balance of Charges (nu),Product of sigma^2_tot and nu ((kcal/mol)^2),Internal Charge Separation (Pi) (kcal/mol),Molecular Polarity Index (MPI) (kcal/mol),Polar Surface Area (Angstrom^2),Polar Surface Area (%),ALIE Minimal Value,ALIE Maximal Value,ALIE Average Value,ALIE Variance,Shape_Gyradius,Shape_Asphericity,Shape_Relative_Gyradius,Shape_Waist_Variance,Shape_Geometric_Asphericity
5j_R_bp3,77,177.0,684.66271,-0.225251,-0.137676,0.087575,6490.5165,8731.7246,10950.353,14.23,8.315,11.033,13.618,15.563,0.38700452578703937,0.9358388454600122,2.003595,8.780928,5.970337,13.99,14.79,5.28,4.73,9.697500000000002,4.705036530145116,545.33354,0.4878,-3.32816,-0.00013,-0.36941,77,-7.07381,155.49919,74.43221,815.98167,0.00513398,4.18923,23.2628,74.48503,530.06,97.2,8.42494,16.56641,11.46949,1.71397,8.261735569938226,0.06260588614662393,1.2953638710422046,14.431232015093457,0.02820081310634209
5c_S_bp5,57,153.0,601.36035,-0.227785,-0.147441,0.080344,4839.568,7499.0671,10167.881,15.257,8.829,9.237,12.998,17.487,0.4402346306832486,0.9903160040774718,1.450798,6.458598,6.486273,16.05,17.77,13.98,5.01,13.202499999999999,4.916601341373938,441.24184,0.5224,-3.93167,-3e-05,-0.43999,57,-8.66929,161.19232,80.07839,951.8536,0.00490858,4.67225,25.49579,80.20795,420.38,95.27,8.39807,16.86735,11.67839,1.95515,8.174733813985114,0.1163288654869466,1.3285766107375756,69.11297026817671,0.09138107138934512
5a_S_bp4,57,137.0,532.47036,-0.234539,-0.140603,0.093937,4548.4534,6744.8637,9778.3159,15.067,8.734,8.455,15.365,16.783,0.41334384158806003,0.9607854362262424,1.084071,5.397596,5.39266,20.63,16.64,13.32,7.91,14.625,4.661397322691984,413.5326,0.5328,-3.68925,-4e-05,-0.47643,57,-8.83269,160.90669,80.41072,1003.2735,0.00550305,5.52106,25.73448,80.49735,399.22,96.54,8.59765,16.7313,11.70507,2.05049,8.405978361593153,0.12786854101031978,1.3490775707494393,145.07112731090598,0.10107472474779897
2e_R_Me_R_bp1,77,191.0,748.59431,-0.233313,-0.151543,0.08177,6795.1597,11471.065,15709.526,17.743,10.071,8.878,15.417,19.346,0.4432987328429687,0.9604805878264323,1.336714,6.271079,4.143247,18.02,14.91,7.43,8.82,12.295,4.340440645833094,561.83108,0.477,-3.75274,-5e-05,-0.35347,77,7.68324,153.19171,76.20872,884.09049,0.0,0.0,24.80529,76.20872,560.73,99.8,8.71881,17.35603,12.12508,2.89397,9.002186262963374,0.14049572969551022,1.35414916732032,101.51813270487852,0.12144018069075328
1a_S_bp2,45,111.0,432.35271,-0.235478,-0.153729,0.081749,2333.4757,3860.0997,4605.5677,12.245,7.322,8.571,10.714,14.515,0.4294378698224853,0.9911909314394974,1.417152,6.570807,8.01277,16.42,15.19,6.5,12.21,12.58,3.8295234690493807,334.13856,0.567,-4.32878,-0.00024,-0.55167,45,-7.40764,177.12078,91.54263,1604.38673,0.00273369,4.38589,33.919,91.62374,320.05,95.78,8.62812,16.96719,11.87745,2.52056,6.678227155024322,0.09683996999686789,1.2628401253094188,61.86676562999323,0.06814506745427429
5g_R_bp1,81,169.0,644.6833,-0.229436,-0.142015,0.087421,6062.2565,7886.7577,11139.461,14.585,8.493,10.28,14.88,16.554,0.3968451838711224,0.9745672907099964,1.77093,7.997789,3.070325,13.63,13.62,11.63,4.47,10.8375,3.765417473534641,535.2944,0.4921,-3.87639,-0.00011,-0.33397,81,4.54253,147.24517,75.44615,576.97086,0.0,0.0,18.21209,75.44615,531.75,99.34,8.5504,16.24318,11.53339,1.54276,8.335866873750698,0.08896830000635648,1.2727360605730067,47.43417862428114,0.05267212799750527
6d_S_bp5,63,145.0,560.52359,-0.228384,-0.150479,0.077905,3715.5573,7506.2903,8649.5726,14.486,8.443,9.542,12.306,16.51,0.43041868710568854,0.9777330332820089,1.724514,7.185632,5.82198,15.31,17.2,4.44,8.44,11.347499999999998,5.150734777679783,445.46643,0.5194,-3.97563,-5e-05,-0.42606,63,-4.77706,148.81795,81.49079,886.17024,0.00163974,1.45309,23.76612,81.52563,428.65,96.23,8.43068,16.52988,11.66649,1.83094,7.956164522262178,0.13803778495570038,1.3278729814711498,24.587764744045792,0.071705491027875
4f_R_bp2,75,161.0,616.63006,-0.230292,-0.152414,0.077878,4344.7264,7563.065,8524.6231,14.056,8.228,9.965,12.131,15.797,0.41688438497875596,0.9599538162372387,1.777462,7.33345,6.442628,11.55,9.99,5.7,12.77,10.0025,2.672333951810664,504.1216,0.5015,-4.24259,-0.00013,-0.37595,75,-2.61356,159.99645,80.0842,847.59386,0.00058025,0.49182,23.02289,80.09244,493.65,97.92,8.67331,16.52033,11.58379,1.67695,7.691901067655244,0.09665427192347927,1.290242746898578,58.64992839677869,0.052563041902614425
1g_S_bp3,69,143.0,544.56565,-0.234124,-0.146491,0.087633,3604.4157,5888.2549,6705.0387,12.715,7.558,9.118,10.711,14.925,0.4294469701329343,0.9873643821116698,1.778606,7.409269,6.361849,16.39,13.95,14.55,7.71,13.15,3.2669251598406723,462.94786,0.5074,-4.2829,-0.00039,-0.37062,69,3.4029,161.48593,83.25987,920.97693,0.0,0.0,24.11698,83.25987,458.2,98.97,8.72716,16.47832,11.64567,1.71356,7.287657667561589,0.08365779146502517,1.3376029750082254,21.256277760080625,0.06421094269453832
5f_R_bp2,75,161.0,616.63006,-0.230257,-0.148459,0.081799,4675.065,8019.3937,9518.5895,14.945,8.673,10.336,12.023,16.417,0.4233804415102125,0.9464429839732504,1.729092,7.251488,6.711857,16.89,16.55,14.83,7.06,13.8325,3.9873197451420928,510.57386,0.4945,-4.28857,-4e-05,-0.37128,75,-8.05058,156.93368,80.6009,775.73912,0.00591417,4.58786,21.90442,80.6699,495.26,97.0,8.50272,16.47448,11.63442,1.70207,8.02005981869246,0.10434959920791542,1.3159674182246703,65.93304976754337,0.05675886907488558
3e_R_Me_S_bp4,81,183.0,708.61489,-0.237686,-0.149981,0.087704,6498.4401,8701.8922,12217.969,14.316,8.358,9.055,14.913,15.765,0.39677346286462134,0.9431083991385498,1.437358,6.487535,5.124196,17.97,17.45,10.62,7.93,13.4925,4.327310798868045,560.25591,0.4727,-4.19581,-5e-05,-0.30819,81,-2.65091,155.14768,79.43154,915.54336,0.00063081,0.57753,24.39939,79.43584,551.59,98.45,8.70626,17.37186,12.1638,2.6998,8.311921979922918,0.09342278766737064,1.344640599744002,20.1934011992738,0.07240226920928068
6a_S_bp4,57,137.0,532.47036,-0.232381,-0.154621,0.077759,3182.4418,7608.232,8683.9291,15.113,8.757,9.212,12.126,16.951,0.4427120060591815,0.967854287998173,1.365061,6.692574,5.573647,16.64,18.89,6.18,15.53,14.31,4.847437467363556,413.03637,0.5338,-3.8755,-5e-05,-0.4808,57,-9.38723,148.69138,82.06774,980.5139,0.00641513,6.29012,25.64998,82.1715,398.24,96.42,8.5326,16.74309,11.72532,2.03115,8.081147477899593,0.177833531841485,1.3593710127076541,95.74859273841268,0.088268076991345
3a_S_bp4,69,143.0,544.56565,-0.23281,-0.145239,0.08757,4905.1231,6505.2005,9698.2072,14.74,8.57,9.118,14.808,17.027,0.41576929651063416,0.9934072345390899,1.204224,6.169361,4.987303,18.17,19.15,15.11,6.92,14.8375,4.807917298581581,466.71913,0.5014,-4.34035,-8e-05,-0.37515,69,-7.61537,162.03788,82.00733,873.51105,0.00500668,4.37339,23.26651,82.06202,454.26,97.33,8.53893,16.64704,11.67419,1.82795,8.319378580722578,0.1113523241060468,1.3117973696236083,116.12434790629993,0.08428726311632978
5j_R_bp4,77,177.0,684.66271,-0.226436,-0.13897,0.087467,6382.0511,9399.9158,12551.886,15.232,8.816,10.292,14.669,16.605,0.3994851561372275,0.9417536297640653,1.743048,8.151917,5.847639,14.53,13.54,6.83,4.81,9.9275,4.18379238849157,543.41884,0.4897,-3.39699,-5e-05,-0.38006,77,-17.35361,154.75523,74.07517,740.83676,0.02489229,18.44113,23.07372,74.51181,516.35,95.02,8.38362,16.58379,11.52607,1.73976,8.596087829518675,0.09961889165048686,1.316866349526021,54.48610779666073,0.052577873613604255
1c_S_bp1,45,127.0,501.2427,-0.2331,-0.153325,0.079775,2719.0816,5210.3774,6751.4657,13.526,7.963,8.245,11.99,15.841,0.4391007872269653,0.9946628155217883,1.274016,5.404983,4.62507,19.52,18.44,7.25,14.51,14.93,4.810067567093003,363.84744,0.5505,-4.15687,-6e-05,-0.50844,45,11.21511,168.71455,83.36009,1182.66983,0.0,0.0,28.58054,83.36009,363.85,100.0,8.58259,17.13104,11.7919,2.32614,7.231690704368944,0.1550204323223539,1.2959739605906255,67.46524565367513,0.09353649095197011
1b_R_bp2,45,119.0,468.33363,-0.237941,-0.156675,0.081266,2559.4661,4316.2297,5103.0318,12.738,7.569,8.309,11.051,14.813,0.4334708688145612,0.9785308495177699,1.250373,5.40424,7.707394,18.57,15.59,7.39,14.43,13.995,4.101521059314458,344.77473,0.5598,-4.39397,-0.00023,-0.52133,45,-2.24346,178.20075,89.9303,1601.00401,0.00028306,0.45318,33.44061,89.93658,334.63,97.06,8.80839,17.5139,12.18424,3.28435,6.757927042445772,0.09932327958878763,1.269315616434188,49.42302541345684,0.07790420110350192
6f_R_bp5,75,161.0,616.63006,-0.233057,-0.148813,0.084244,4557.4889,8168.6677,10113.613,15.088,8.744,9.198,13.647,17.045,0.4273000752068188,0.9746683440073194,1.725886,6.904526,4.943489,10.5,14.72,5.51,13.53,11.065,3.5571231353440664,508.89509,0.4964,-3.79069,-0.00015,-0.36515,75,-0.39822,145.34674,79.37965,741.88235,1.243e-05,0.00922,20.70709,79.37971,500.36,98.32,8.62879,16.37212,11.59794,1.59195,8.132419727134039,0.125653873920597,1.3134024708292198,17.43897065986527,0.08275686956088768
1b_R_bp5,45,119.0,468.33363,-0.23617,-0.155371,0.080799,2236.5454,5015.269,6058.4842,13.541,7.97,8.305,10.501,15.851,0.4573679199007416,0.9944165621079047,1.336728,5.746936,6.200188,14.51,15.69,7.19,14.83,13.055,3.413542880937633,345.69882,0.5581,-4.3272,-0.00012,-0.51466,45,-0.29164,172.73802,86.17691,1459.91165,4.12e-06,0.00602,31.53152,86.17699,338.7,97.98,8.75585,17.48759,12.16332,3.23637,7.123661108463237,0.1751175417069673,1.3308062798574913,57.88503441626959,0.10497956359759879
6j_R_bp1,77,177.0,684.66271,-0.227245,-0.149162,0.078083,6332.4357,8978.7142,12259.791,14.905,8.652,10.119,14.739,16.952,0.40545324085147094,0.9796578825705041,1.728789,7.627158,3.742277,18.31,14.11,6.02,14.08,13.129999999999999,4.451050437818021,541.97697,0.491,-3.73155,-0.00011,-0.3726,77,-0.27229,140.63854,73.42022,734.612,6.18e-06,0.00454,21.75307,73.42026,535.87,98.87,8.54276,16.50349,11.505,1.73677,8.479576122930473,0.09759775709021822,1.2953462386626655,63.71599267420273,0.06007524488536531
4a_S_bp1,57,137.0,532.47036,-0.23166,-0.159377,0.072282,3701.47,5995.3735,8558.9009,14.256,8.328,8.253,13.831,16.652,0.4298843453118546,0.9997598463016332,1.152465,5.664126,3.499119,17.78,18.21,5.78,15.0,14.1925,5.0108051997658025,412.20017,0.5348,-4.05222,-6e-05,-0.47586,57,8.26255,155.87207,79.36101,889.14514,0.0,0.0,23.39702,79.36101,411.17,99.75,8.52449,16.79906,11.68499,2.0156,7.824190670701132,0.1441344689367683,1.3144661108913023,103.52063100702303,0.10212017986126022
1d_S_bp4,51,119.0,460.40594,-0.236158,-0.144653,0.091505,2341.4655,4951.1278,6040.5172,13.299,7.85,7.893,11.764,15.364,0.438708203649239,0.9785987261146498,1.076317,4.898936,5.212581,14.87,14.3,6.79,13.46,12.355,3.251864849590155,367.70665,0.5471,-4.1281,-0.00017,-0.47414,51,-1.97288,163.89171,84.75085,1094.82794,0.00029668,0.32481,26.87803,84.75404,360.53,98.05,8.6697,16.64987,11.77435,2.05133,7.190887288351245,0.16304748619038334,1.3293395332619342,87.35215813201842,0.09589204528337943
3e_R_bp2,75,175.0,680.56165,-0.2375,-0.153429,0.08407,4486.5752,9553.2588,10505.656,14.704,8.552,10.003,11.892,16.272,0.42633688788744195,0.951356407857811,1.476314,6.765285,7.123534,17.4,14.87,9.63,5.62,11.879999999999999,4.573308430447262,526.66527,0.484,-4.24499,-0.00025,-0.3423,75,-2.69576,174.27392,83.70278,1084.09836,0.00055894,0.60595,26.43609,83.70916,516.24,98.02,8.78799,17.48759,12.24751,2.91976,8.024870357984653,0.14160996159736414,1.3400363153713801,52.63968796208358,0.06128606761991156
1a_S_bp5,45,111.0,432.35271,-0.236758,-0.151444,0.085314,1970.174,4650.7257,5533.1875,13.553,7.977,7.545,10.37,15.858,0.46954667930003263,0.9939827002632569,1.202908,5.082504,6.602279,13.91,15.33,7.5,14.97,12.9275,3.176746566851061,335.51892,0.5647,-4.23476,-0.00011,-0.55317,45,-3.21981,172.65164,88.68191,1510.33023,0.00057144,0.86306,32.34122,88.69481,321.6,95.85,8.63003,16.90661,11.87945,2.43443,7.084825806264141,0.18403942666138884,1.3721058522519893,82.77026952333378,0.12887040806494615
5a_R_bp1,57,137.0,532.47036,-0.230305,-0.143943,0.086362,4332.0586,6901.5669,9864.4878,15.549,8.974,8.125,14.859,17.534,0.4327459400760156,0.9769333630488076,1.257841,5.659694,4.110001,18.27,15.77,15.06,5.47,13.6425,4.8666999856165365,413.04118,0.5336,-3.88553,-4e-05,-0.47484,57,2.1337,156.73662,79.18713,951.89609,0.0,0.0,24.54477,79.18713,408.6,98.93,8.56767,16.70883,11.69199,2.06691,8.411267769477465,0.14046190130824351,1.363276824538828,117.12584396351728,0.11866424417542625
4d_S_bp4,63,145.0,560.52359,-0.232193,-0.149928,0.082265,4341.5491,6148.6489,8577.5567,13.682,8.041,9.306,13.412,16.054,0.4140616940059837,0.9982589230195248,1.436973,6.746867,4.550666,5.52,14.48,6.35,15.16,10.377500000000001,4.458667822343351,443.27533,0.5226,-3.99322,-3e-05,-0.42969,63,-4.97239,155.16009,79.31766,808.61539,0.00246588,1.99395,22.02167,79.33927,433.49,97.79,8.5497,16.53223,11.64362,1.79144,7.79362662085864,0.1040815703749464,1.2865111554562627,69.02974974790683,0.0661703663266749
2b_R_bp5,65,159.0,620.52599,-0.235588,-0.153526,0.082062,4954.0471,10117.933,13725.644,17.839,10.119,8.499,14.501,19.434,0.45798180704152336,0.9602727542247258,1.159159,5.997299,5.123693,10.82,15.28,6.07,14.75,11.73,3.6941372470442944,477.81536,0.5042,-3.8135,-1e-05,-0.41269,65,-2.43613,166.24726,78.86016,990.38235,0.00049843,0.49364,24.86898,78.86466,467.18,97.77,8.72034,17.42192,11.87353,2.58658,9.103016268429197,0.1849335260697284,1.4158912679544637,142.8522618672652,0.13627294819428978
1a_R_Me_R_bp3,51,119.0,460.40594,-0.235927,-0.148725,0.087203,2551.5203,4302.9499,5514.9127,12.897,7.649,8.722,10.7,15.242,0.4397069005308101,0.9963393907700353,1.418371,6.253833,7.071442,18.9,17.42,14.7,7.02,14.509999999999998,4.579202987420409,368.29001,0.5461,-4.51487,-0.00012,-0.49029,51,-0.19383,161.33105,90.2941,1349.27812,2.05e-06,0.00277,29.93186,90.29413,359.61,97.64,8.68179,16.69498,11.83211,2.16111,6.926109984991446,0.12011254533672555,1.2816300724272387,79.98594643465182,0.07928059376055323
5j_S_bp4,77,177.0,684.66271,-0.230932,-0.137393,0.093538,6829.931,8918.3807,12890.479,14.943,8.672,10.14,15.865,16.474,0.3878151557240048,0.9498385608856088,1.61838,7.919859,4.675511,11.56,12.47,7.59,4.63,9.0625,3.148963122997791,543.13196,0.4897,-3.52906,-3e-05,-0.37323,77,-11.12816,153.71583,72.77556,753.91441,0.0114879,8.66089,22.09697,72.88935,523.28,96.34,8.46844,16.46542,11.49046,1.70989,8.642222694889082,0.09726260399378284,1.2996318120184487,69.47523522155616,0.058527586518315966
5i_S_bp2,59,149.0,582.48935,-0.236708,-0.170325,0.066383,4069.119,7212.5633,8696.6315,14.518,8.459,10.265,12.284,16.795,0.4268757625050834,0.9927296370729403,1.441625,7.365329,10.064779,17.92,15.8,7.08,6.98,11.945,4.971948813091302,446.45936,0.519,-3.9543,-6e-05,-0.50726,59,-10.85793,181.18369,86.36168,1504.20095,0.00536727,8.07345,33.18861,86.5585,419.22,93.9,8.72639,17.24804,11.85858,2.05047,7.8256627720185,0.1161414824889411,1.2681835546816256,66.93900954403894,0.06229011246681102
5i_R_Me_R_bp3,65,157.0,610.54259,-0.232319,-0.166116,0.066202,4286.9665,7334.9562,9699.5212,14.89,8.645,8.66,13.674,17.172,0.4346681516731636,0.9931752458068248,1.34711,5.81553,9.488661,19.97,21.0,5.19,5.33,12.872499999999999,7.62136593728447,477.71652,0.5077,-4.17405,-0.00019,-0.46229,65,-17.79377,164.98406,85.67502,1434.70116,0.0143747,20.62339,32.58644,85.89996,455.44,95.34,8.47025,17.06992,11.8212,1.84607,7.896525410258332,0.13285533920850748,1.2971150529929372,47.56143106326972,0.09861727218960689
4a_R_Me_R_bp5,63,145.0,560.52359,-0.231798,-0.151873,0.079925,3770.6882,6651.5767,8943.734,14.296,8.348,8.4,12.595,16.552,0.440834154526327,0.9913751796837564,1.395256,5.994473,4.853142,10.55,15.35,5.35,13.56,11.2025,3.789362578323695,444.00419,0.5213,-3.7969,-8e-05,-0.42585,63,-2.16935,148.40239,80.93429,892.43831,0.00038493,0.34353,23.33509,80.93805,434.12,97.77,8.61942,16.49835,11.66428,1.78116,7.854339907197901,0.14558808817635904,1.3560872250819438,69.39499193022127,0.09908422489695176
1j_R_bp1,65,151.0,584.54506,-0.228723,-0.142384,0.086338,4161.5044,6674.9733,9239.8372,13.527,7.963,8.325,13.069,14.945,0.41126613280497537,0.938402612080874,1.347832,5.854094,3.652426,18.71,14.28,6.82,13.57,13.345,4.250991060917442,464.71303,0.5123,-3.72485,-6e-05,-0.42585,65,3.51576,157.6541,76.52334,853.66364,0.0,0.0,23.56665,76.52334,461.25,99.25,8.54875,16.63362,11.56567,1.94005,7.831052414638364,0.13136179202887238,1.3859041721966365,55.030379762730114,0.07535677533916922
3e_R_Me_R_bp1,81,183.0,708.61489,-0.232574,-0.150232,0.082342,6278.3828,8839.1139,12360.622,14.929,8.664,8.805,14.537,16.754,0.41784716679968076,0.9668744228993538,1.485441,6.347251,4.190396,17.44,14.98,5.53,7.6,11.387500000000001,4.954651223850171,559.10238,0.474,-4.1771,-5e-05,-0.29824,81,7.88768,150.30771,78.52956,818.45067,0.0,0.0,23.28691,78.52956,558.16,99.83,8.70798,17.40274,12.15168,2.76004,8.320990555657163,0.1034871741001166,1.3428310858240087,20.247089696038557,0.08862936284084895
3c_S_bp4,69,159.0,613.45564,-0.236328,-0.145753,0.090574,5375.4806,7475.8784,11088.38,14.953,8.677,8.264,14.937,16.865,0.4209304647331902,0.9718220583150858,1.182427,5.219977,4.885908,14.06,14.27,7.0,14.48,12.4525,3.15150261779996,490.88354,0.4983,-3.77556,-5e-05,-0.35264,69,-4.80626,164.73694,80.11671,857.23111,0.00232422,1.9924,22.74102,80.13328,480.92,97.97,8.6801,16.8165,11.64179,1.70487,8.347483571178838,0.12058305856674537,1.3604924600076906,67.9360739669137,0.10612686367985853
1h_S_bp5,49,123.0,480.39565,-0.228716,-0.151568,0.077148,2592.8551,5120.6208,6147.1691,13.304,7.852,9.174,12.201,15.575,0.4215155615696887,0.9917855323484461,1.54091,6.671907,5.919587,16.09,17.94,5.07,9.5,12.15,5.152586729012914,378.72986,0.5386,-4.19253,-6e-05,-0.53322,49,-3.35363,171.73211,83.30578,1321.0039,0.00072721,0.96064,29.78604,83.31841,362.62,95.75,8.42915,17.00536,11.72546,2.38458,7.177597299022549,0.1419211627854209,1.2410966222103037,68.91512082472212,0.06467458104753825
3c_R_Me_R_bp1,75,167.0,641.50887,-0.230885,-0.142538,0.088348,5628.9414,7792.359,11638.75,15.151,8.775,8.271,14.54,17.44,0.4332811607165039,0.9937321937321938,1.338233,5.876604,3.882213,18.2,14.88,14.23,7.18,13.6225,4.012781921560154,522.08862,0.4885,-3.91517,-5e-05,-0.30987,75,3.71888,146.04212,78.498,739.24143,0.0,0.0,21.47593,78.498,518.58,99.33,8.605,16.59053,11.5961,1.59019,8.351745016121875,0.12198576245912304,1.3578178130878065,58.68447818360615,0.11283103130500491
3c_R_Me_R_bp4,75,167.0,641.50887,-0.233192,-0.142722,0.09047,5671.5384,7863.1216,11073.481,14.854,8.627,9.148,14.052,16.798,0.4199709985499275,0.9735713457748926,1.395884,6.514404,6.274397,14.45,14.7,13.7,7.91,12.689999999999998,2.784160555715133,523.64297,0.487,-3.72101,-3e-05,-0.31955,75,-12.18216,149.89667,81.21405,850.40912,0.01338078,11.37914,23.43865,81.37092,500.99,95.67,8.58278,16.57353,11.64287,1.60707,8.276086471289279,0.10223211033964424,1.3325135672798625,44.95064114245558,0.07998353155822564
7k_S_bp5,99,219.0,841.74417,-0.228767,-0.141076,0.08769,10340.709,13485.238,18124.322,15.667,9.034,12.671,14.928,15.643,0.3617547754497942,0.865784812928935,2.364738,10.226805,6.305761,6.79,14.46,13.79,7.11,10.5375,3.597091707199026,667.86272,0.4595,-3.6649,-7e-05,-0.28044,99,-12.96915,149.55808,76.43135,772.77672,0.01400092,10.81959,23.33351,76.60528,643.1,96.29,8.38096,16.15303,11.49734,1.52588,9.43323096721448,0.07451630081487207,1.3674250296321864,48.92983372633155,0.011493386352503786
3b_S_bp1,69,151.0,580.54657,-0.232216,-0.14802,0.084197,4795.8739,7186.9037,10490.631,15.065,8.733,8.484,14.484,17.203,0.4282442558064275,0.9849421733653956,1.343532,6.190497,4.112873,19.62,17.13,6.78,14.82,14.5875,4.816676110140685,476.42275,0.4986,-4.28354,-4e-05,-0.34659,69,7.43397,163.36338,79.32856,866.5538,0.0,0.0,23.27153,79.32856,475.17,99.74,8.6356,17.36596,11.87165,2.46338,8.313874443666222,0.1328112621214243,1.3481128581246957,105.84643691243033,0.1033515025498508
3i_S_bp2,71,155.0,594.58464,-0.237757,-0.163899,0.073858,3865.0563,8130.0625,9186.255,14.95,8.675,10.214,11.864,16.712,0.4308326888373291,0.9632276657060518,1.450085,7.241962,9.011752,17.28,14.86,9.4,6.95,12.1225,4.13099488622293,498.18746,0.493,-4.37314,-0.0002,-0.40884,71,-7.68205,183.11285,86.08713,1381.1292,0.00320766,4.4302,29.93806,86.16816,474.61,95.27,8.75354,17.22676,11.7993,1.8842,7.975471932189841,0.1439362400378196,1.3118731073886458,78.38364608931866,0.06526827112233134
3a_R_bp3,69,143.0,544.56565,-0.230767,-0.146125,0.084642,3516.118,7341.0035,8854.2092,14.906,8.653,8.864,12.566,16.843,0.4400752488699606,0.9732462729689124,1.573295,6.534188,6.737229,20.63,20.38,15.66,6.98,15.912500000000001,5.524189420177406,467.73751,0.5004,-4.46923,-7e-05,-0.37691,69,-2.2397,166.084,85.30797,1071.82306,0.00034988,0.37501,25.73592,85.31353,456.71,97.64,8.45278,16.63734,11.68714,1.82585,8.039319998907917,0.15698105942685603,1.3565146129699683,43.7184794346712,0.09195410830683524
3h_S_bp1,73,155.0,592.60859,-0.229944,-0.146844,0.0831,5005.9121,7504.8538,10893.639,15.156,8.778,8.473,14.594,17.201,0.4271630078474223,0.9797789929368876,1.382815,6.082385,2.974386,19.07,16.65,5.83,5.08,11.657499999999999,6.266846794840289,505.02697,0.4912,-4.20497,-0.00014,-0.37386,73,6.13339,162.00357,76.89948,794.09257,0.0,0.0,21.76268,76.89948,501.54,99.31,8.57895,16.75994,11.5597,1.81141,8.397540275902577,0.13094982143935766,1.3588898621477554,49.01830810870485,0.1037121102455894
5g_R_bp4,81,169.0,644.6833,-0.232462,-0.14458,0.087882,5752.9761,8180.8574,10490.676,14.25,8.325,10.468,14.209,16.201,0.3963256519399188,0.9730330330330331,1.82493,8.249007,5.277319,6.66,14.08,14.13,5.46,10.082500000000001,4.044850893419929,536.82075,0.4906,-3.83823,-3e-05,-0.34715,81,-11.16887,151.7288,77.77964,677.11544,0.01326112,8.97931,20.11275,77.90078,519.66,96.8,8.53725,16.32876,11.56917,1.55748,8.224812361745656,0.08015060816121376,1.276704022485583,49.67124506035536,0.04428146206211554
2a_R_bp4,65,151.0,584.54506,-0.232821,-0.149819,0.083003,5340.3412,9366.7079,12771.047,17.817,10.108,9.007,14.785,19.635,0.45213807078545604,0.9712603878116344,1.257296,6.011458,5.921295,11.93,14.52,6.19,15.02,11.915,3.5072389425301487,468.42128,0.5072,-3.70844,-3e-05,-0.442,65,-12.00515,164.98817,80.53892,1015.83956,0.01058316,10.75079,26.20617,80.70583,447.61,95.56,8.58484,16.75511,11.66143,2.02519,9.161595035000861,0.14858658143211917,1.3839302528561184,115.64275106171354,0.12394075512555648
5g_R_bp2,81,169.0,644.6833,-0.230215,-0.146527,0.083688,4701.4598,8635.6706,9646.6782,15.135,8.768,10.333,11.362,16.715,0.43517313199687585,0.9531820255474451,1.823975,8.174288,6.248138,11.07,13.55,14.94,8.23,11.947500000000002,2.555037915569943,535.60008,0.4919,-4.23375,-0.00018,-0.34443,81,-6.47179,155.06153,79.55304,739.08008,0.00402659,2.97597,21.47843,79.5978,522.16,97.49,8.61966,16.24977,11.56323,1.56848,7.978545165771172,0.10792663225458822,1.3262185170710061,68.32471512670953,0.06835749189145665
3e_R_bp3,75,175.0,680.56165,-0.235705,-0.155545,0.08016,4464.3967,9454.2251,10363.28,14.87,8.635,9.925,11.121,16.336,0.437001765555615,0.9459177764910248,1.500507,6.929505,7.924417,15.96,14.91,9.45,5.26,11.395,4.319018985834631,526.94243,0.4836,-4.35867,-0.00011,-0.34317,75,-7.49183,177.80006,84.43902,1184.68337,0.00411738,4.87779,27.79257,84.48865,512.5,97.26,8.66873,17.41886,12.2472,2.9734,7.981663942200304,0.1396367817118658,1.3647108865690747,88.06967294647147,0.0712892001201307
5i_R_bp3,59,149.0,582.48935,-0.232585,-0.16837,0.064215,4127.3807,7217.2274,9482.4426,15.211,8.806,8.342,13.98,17.115,0.4339833151608895,0.9717806041335453,1.329976,5.417778,9.057196,21.42,21.12,5.05,5.43,13.255,8.01682761446197,449.12122,0.5156,-4.05046,-3e-05,-0.5089,59,-15.16048,177.81131,84.65449,1480.40127,0.01206938,17.86753,32.40878,84.79343,430.1,95.76,8.49436,17.31831,11.84871,2.02144,7.9901683894742295,0.13630200649201502,1.3206622267316286,58.92258820966792,0.10626422418124128
2i_R_bp2,67,163.0,634.56406,-0.239164,-0.164231,0.074933,4044.4973,11183.751,12554.234,17.793,10.096,9.486,11.502,20.023,0.48823486381702474,0.9916303486529319,1.423677,6.847227,8.279007,19.2,15.58,8.67,6.26,12.4275,5.195235196793307,501.56787,0.4959,-3.7895,-7e-05,-0.44785,67,-7.99765,180.15738,82.38947,1326.946,0.00294733,3.91094,29.58958,82.4331,482.4,96.18,8.8851,17.28099,11.75688,1.94803,8.841663643973137,0.20943939600695338,1.418053742249861,93.74285849120872,0.15059358667727102
