Sample Name,Atom Number,Occupied Orbitals,Molecule Weight,HOMO,LUMO,HOMO-LUMO Gap,Principal_Moment_I1,Principal_Moment_I2,Principal_Moment_I3,Farthest Distance,Molecular Radius,Molecular Size Short,Molecular Size Medium,Molecular Size Long,Long/Sum Size Ratio,Length/Diameter,MPP,SDP,Dipole Moment (a.u.),ODI LUMO+1,ODI LUMO,ODI HOMO,ODI HOMO-1,ODI Mean,ODI Std,Isosurface area,Sphericity,LEAE Minimal Value,LEAE Maximal Value,LEAE Average Value,Surface exposed atom num,ESP Minimal Value,ESP Maximal Value,ESP Overall Average Value (kcal/mol),ESP Overall Variance ((kcal/mol)^2),Balance of Charges (nu),Product of sigma^2_tot and nu ((kcal/mol)^2),Internal Charge Separation (Pi) (kcal/mol),Molecular Polarity Index (MPI) (kcal/mol),Polar Surface Area (Angstrom^2),Polar Surface Area (%),ALIE Minimal Value,ALIE Maximal Value,ALIE Average Value,ALIE Variance,Shape_Gyradius,Shape_Asphericity,Shape_Relative_Gyradius,Shape_Waist_Variance,Shape_Geometric_Asphericity
3a_R_Me_S_bp1,57,127.0,488.45918,-0.230512,-0.144936,0.085576,2765.2195,5909.6242,7336.8494,14.141,8.271,8.718,13.213,15.795,0.4186767746381806,0.9548422198041349,1.367248,6.282336,4.310567,18.83,17.73,15.23,7.06,14.712500000000002,4.6067253825249885,401.27058,0.5292,-4.26051,-0.0001,-0.41108,57,7.93356,147.45904,82.09072,996.12198,0.0,0.0,26.10545,82.09072,400.08,99.7,8.51637,16.51919,11.71931,1.97586,7.650541023748998,0.1702501960587018,1.304167628725863,92.92378351719955,0.07694507219902838
7j_S_bp4,99,203.0,772.85418,-0.227055,-0.14035,0.086706,7965.4296,11421.286,13757.387,15.669,9.035,12.546,14.6,17.634,0.39379187137114785,0.9758716104039845,2.289049,10.278719,4.440454,21.44,16.45,15.39,6.63,14.977500000000001,5.333457485534126,638.10618,0.4671,-3.69295,-3e-05,-0.28192,99,-14.99437,137.28092,74.02744,635.98098,0.02515943,16.00092,20.58048,74.23173,614.69,96.33,8.41265,16.11073,11.45332,1.47324,8.750648259256497,0.06648285712312871,1.2319445106369318,65.63451170755386,0.02884127527208033
6f_R_bp3,75,161.0,616.63006,-0.234253,-0.149226,0.085027,4881.8579,7044.6493,8954.8469,14.662,8.531,10.879,13.046,16.381,0.4064159182255744,0.9600867424686437,1.919579,7.847484,6.422142,16.28,13.28,5.85,14.53,12.485000000000001,3.976157064302164,508.41153,0.4972,-3.81182,-0.00032,-0.37125,75,-0.91219,151.07684,81.71407,803.43885,8.093e-05,0.06502,21.85484,81.71471,500.14,98.37,8.70976,16.40251,11.61739,1.5988,7.7759353754884275,0.08108017814314511,1.221530457440896,59.21724163764562,0.04138186205002208
5d_S_bp3,63,145.0,560.52359,-0.233364,-0.144982,0.088382,3726.0751,6908.4127,9019.2814,15.149,8.775,8.227,12.478,17.208,0.4538812544509799,0.9805128205128204,1.428793,5.652443,6.309413,15.03,14.08,14.78,5.8,12.4225,3.839325298799256,442.28768,0.5238,-3.8008,-3e-05,-0.42988,63,-3.07153,156.85825,83.13761,928.29148,0.00083259,0.77289,23.62491,83.14773,431.33,97.52,8.65014,16.50475,11.68574,1.7914,7.912467252639133,0.1489993532459801,1.3621560956204133,61.71558111877314,0.11655671851878244
4d_S_bp1,63,145.0,560.52359,-0.230024,-0.151422,0.078602,3958.684,6430.7576,8834.078,14.195,8.297,8.299,13.466,16.577,0.4323457305304888,0.9989755333252983,1.427121,5.723344,3.298082,15.1,13.31,5.92,14.14,12.1175,3.6337609648957376,442.25295,0.5241,-4.16532,-6e-05,-0.42552,63,10.08944,152.92656,78.04026,757.87137,0.0,0.0,21.41398,78.04026,442.25,100.0,8.52029,16.57489,11.62878,1.83038,7.8254029136706835,0.13199607522257917,1.3259806350047922,71.92358871087998,0.09990552138924276
2a_R_bp3,65,151.0,584.54506,-0.232036,-0.151863,0.080174,3294.0757,10425.186,11936.496,17.79,10.095,9.187,12.288,20.053,0.48287902138316313,0.9932144626052501,1.454854,6.747847,7.106265,12.81,19.34,5.56,4.84,10.6375,5.9128097170465415,468.47261,0.5075,-3.96466,-4e-05,-0.44864,65,-5.08633,166.92009,83.4507,1200.94378,0.0015461,1.85677,28.39229,83.48493,452.03,96.49,8.48836,16.7638,11.67456,2.01768,8.852578370092044,0.24393267162091864,1.403068691590805,132.63973356803746,0.14743204827794848
3h_R_Me_R_bp2,79,163.0,620.66182,-0.233042,-0.144775,0.088268,4267.2169,8285.2284,9759.578,14.982,8.691,10.173,12.37,16.862,0.42791523918284474,0.9700839949372912,1.548367,7.807831,6.334546,15.61,14.92,13.52,9.8,13.462499999999999,2.2446199566964555,536.37554,0.4818,-4.04654,-0.00016,-0.33985,79,-8.8432,151.51245,80.74196,860.83896,0.00696331,5.99429,23.78194,80.85744,518.49,96.67,8.60504,16.51787,11.5588,1.64953,8.011761530766593,0.13312251081177115,1.2974958644923271,86.31010107843625,0.0644815325759006
2d_R_bp2,71,159.0,612.5983,-0.232965,-0.148914,0.084051,3823.1068,10701.507,12174.944,17.792,10.096,9.134,12.02,20.005,0.4860419349352511,0.9907389064976228,1.36385,6.540727,6.180754,16.23,16.8,14.74,6.6,13.592500000000001,4.106588456371055,497.79048,0.499,-3.97616,-6e-05,-0.39652,71,-4.79983,162.03199,81.52335,865.15132,0.00194119,1.67942,23.5757,81.54694,486.01,97.63,8.64498,16.56291,11.60795,1.78502,8.821661194356848,0.21494321096377997,1.4123302957789954,109.68104026129429,0.15146052967400325
5f_S_bp4,75,161.0,616.63006,-0.233451,-0.140543,0.092908,5658.4322,7650.0896,11245.188,15.247,8.823,8.415,14.884,17.589,0.43017511250244567,0.9967698061883712,1.375159,6.200822,4.740234,15.48,12.91,14.84,6.74,12.492500000000001,3.4533127211418315,511.06661,0.4941,-3.68216,-8e-05,-0.3611,75,-7.95132,153.47229,77.8846,694.63246,0.00646025,4.4875,20.43138,77.93773,498.2,97.48,8.57534,16.47859,11.61604,1.65583,8.432041837069011,0.11083908626781688,1.3485954406981793,53.20870254570268,0.11078871548664537
4b_S_bp3,57,145.0,568.45128,-0.231767,-0.159233,0.072534,3270.7807,6772.5992,7847.8526,14.155,8.278,8.678,10.221,16.403,0.4646478953033822,0.9907586373520173,1.505917,6.166222,6.859382,15.55,13.79,5.84,4.03,9.8025,4.948663329627506,422.34003,0.5306,-3.90741,-0.00028,-0.4557,57,-3.21332,163.61453,82.37819,1259.85108,0.00063905,0.80511,28.99902,82.39298,408.42,96.7,8.69632,16.87683,11.94539,2.35447,7.496519646500822,0.14543827977683244,1.3767914334250022,100.8902922799974,0.11170431533299495
4g_S_bp4,81,169.0,644.6833,-0.230321,-0.147499,0.082822,5167.6075,8137.483,10021.089,14.293,8.346,9.626,13.341,16.118,0.4123832672380709,0.965612269350587,1.85234,7.134138,4.248663,4.44,14.71,4.6,5.48,7.3075,4.292140346027842,540.76695,0.4866,-4.01595,-0.0001,-0.34933,81,-5.74337,152.69946,76.3372,691.67027,0.00369126,2.55313,20.29102,76.36136,530.25,98.06,8.50702,16.55532,11.51646,1.59889,8.037762112349622,0.09290235254875073,1.3125240264738038,38.81174322896144,0.060006757019660725
6h_S_bp4,61,149.0,580.5133,-0.235302,-0.155164,0.080137,3968.0026,8014.4199,9459.4899,14.928,8.664,9.262,12.557,17.014,0.438132516158937,0.9818790397045245,1.536813,7.126207,5.211096,13.17,14.31,6.2,14.47,12.0375,3.4073550959651975,453.93321,0.5161,-3.66146,-0.00013,-0.45516,61,-8.42161,156.15126,78.07968,991.19783,0.00497609,4.93229,26.10309,78.156,437.0,96.27,8.63209,16.78828,11.62886,2.00235,8.121048601001442,0.14345199385745847,1.3461712805736938,90.26602760143325,0.08520239918074389
5a_R_Me_S_bp2,63,145.0,560.52359,-0.231158,-0.143803,0.087355,3681.2436,6587.8443,8109.5656,14.352,8.376,9.372,11.154,16.743,0.4492473637607663,0.9994627507163324,1.48824,6.966253,8.240742,16.44,15.19,12.39,6.44,12.615,3.854948118976441,442.53335,0.523,-3.78295,-6e-05,-0.43422,63,-14.45564,152.32438,86.61298,1128.93525,0.01233833,13.92917,28.16172,86.91675,421.26,95.19,8.51876,16.63889,11.70762,1.93449,7.651474780400606,0.12375698577397888,1.3212966379913,58.37006603888136,0.0900819563716081
1e_S_bp2,51,143.0,568.34872,-0.237593,-0.162246,0.075347,3771.0382,5798.4129,6588.3881,12.518,7.459,10.227,10.536,13.921,0.40136662438011766,0.9331679849845824,1.575904,7.055056,8.656663,16.68,15.08,8.59,5.78,11.532499999999999,4.495305189861974,400.71213,0.528,-4.41654,-7e-05,-0.47583,51,-3.8305,186.17232,88.77835,1716.94346,0.00072006,1.23629,35.11111,88.79394,389.79,97.27,8.75428,17.53843,12.59565,3.68576,7.124743798573586,0.06943497785844964,1.2952641521430572,52.39468091600544,0.0307764641035713
2a_S_bp3,65,151.0,584.54506,-0.23633,-0.150246,0.086084,3194.4929,10572.379,11947.179,17.781,10.09,8.866,10.337,19.979,0.5099025062528711,0.9900396432111,1.451423,6.429948,6.403172,10.68,13.61,5.73,14.08,11.025,3.323074630519152,467.83869,0.5081,-4.00916,-0.00014,-0.45198,65,-1.57801,165.71762,83.3267,1061.72303,0.00020987,0.22282,25.86688,83.3286,456.8,97.64,8.71881,16.71882,11.67641,1.96701,8.862630150717058,0.2510865606927658,1.507594486617418,121.3061417701661,0.1869853808585114
6i_S_bp5,59,149.0,582.48935,-0.232814,-0.153314,0.0795,4257.2508,8124.0124,9132.9911,15.554,8.977,10.491,12.091,17.648,0.43867760377827486,0.9829564442464074,1.776989,7.829533,2.596601,6.45,16.75,5.91,9.97,9.77,4.320948969844472,458.29875,0.5048,-3.99488,-2e-05,-0.48563,59,-9.77918,155.01499,85.40447,819.09033,0.00838993,6.87211,22.55612,85.46189,450.03,98.2,9.37434,17.0207,11.87236,1.48886,8.120924979909178,0.11861001693686346,1.2919167887581189,80.78609733422363,0.0745658910269823
3i_R_bp5,71,155.0,594.58464,-0.23831,-0.160046,0.078264,4588.7614,7846.1747,10748.368,15.16,8.78,8.562,13.37,17.215,0.4397527269011674,0.9803530751708429,1.374122,6.090963,6.375375,14.02,15.05,6.51,5.52,10.274999999999999,4.289839740596379,498.76218,0.4924,-3.82059,-0.00012,-0.40724,71,-15.6677,174.58983,81.74935,1131.86595,0.01932882,21.87763,26.76096,81.86613,485.83,97.41,8.81526,17.15238,11.77198,1.76737,8.34387252825491,0.1437678463405182,1.3850018471231729,84.09278905633037,0.10281818564089223
7k_S_bp3,99,219.0,841.74417,-0.228803,-0.142376,0.086428,10586.009,13050.519,15817.651,14.482,8.441,12.476,14.915,15.819,0.36609581115482526,0.9370335268333135,2.423136,10.649047,7.46221,12.57,13.17,14.23,6.1,11.5175,3.1837664408684256,667.12373,0.4601,-3.61241,-6e-05,-0.27944,99,-7.14217,151.31555,78.24084,828.41299,0.00453285,3.75507,23.72281,78.29028,652.98,97.88,8.5626,16.12177,11.48888,1.5043,9.148272427603263,0.03858676943903145,1.3284150391959884,37.092379149032055,0.014276778117302347
4f_S_bp3,75,161.0,616.63006,-0.232208,-0.150165,0.082042,4230.0219,7766.6213,8690.6483,14.119,8.259,10.323,11.717,15.913,0.4192817432087055,0.9633732897445211,1.84895,8.068784,5.787231,12.63,10.08,5.68,13.67,10.515,3.081951492155579,504.9705,0.5009,-3.81974,-0.00015,-0.37509,75,-0.78135,156.65202,79.9504,803.34357,6.33e-05,0.05086,22.07343,79.95077,496.63,98.35,8.73546,16.5116,11.59164,1.64235,7.7397276299297815,0.1081643135955835,1.294855926423241,54.8612251068569,0.05109656604675212
4g_S_bp1,81,169.0,644.6833,-0.229284,-0.14853,0.080754,5216.9485,8079.3416,10268.774,14.133,8.267,9.541,12.481,15.872,0.4188525888003378,0.9599612918833919,1.826266,7.947973,2.845709,14.87,15.22,6.18,6.95,10.805,4.250532319604217,539.80746,0.4876,-4.09383,-6e-05,-0.34429,81,8.49759,149.56177,74.81709,625.27175,0.0,0.0,19.30097,74.81709,538.98,99.85,8.49264,16.56605,11.50916,1.61137,8.078821897082634,0.09727150446665452,1.359806044156174,24.079423262374174,0.060377833277276555
3c_R_Me_S_bp2,75,167.0,641.50887,-0.23254,-0.146552,0.085988,4324.0583,8524.6675,9744.006,14.944,8.672,10.248,11.686,16.742,0.4328782707622298,0.965290590405904,1.483961,7.272471,7.778698,15.6,15.35,12.38,7.95,12.82,3.08382068220576,522.21453,0.4883,-4.2309,-7e-05,-0.3178,75,-13.03405,156.81514,84.09284,961.91514,0.01235358,11.8831,25.17189,84.28217,502.33,96.19,8.53701,16.7021,11.63051,1.6564,7.92992866903941,0.13017801737645637,1.3087370979548856,64.97663492454622,0.06687667154754579
1j_S_bp3,65,151.0,584.54506,-0.230159,-0.143717,0.086442,3883.9774,7272.2318,7934.993,13.368,7.884,10.117,11.147,14.955,0.4129048289571772,0.9484398782343988,1.926645,7.702937,6.333141,14.45,13.78,9.39,5.26,10.719999999999999,3.7032755771073798,465.37663,0.5116,-3.64993,-0.00015,-0.43025,65,-3.40636,163.13995,79.81619,1064.70864,0.00080598,0.85813,26.92664,79.83289,454.12,97.58,8.64676,16.64496,11.59095,1.93821,7.636494710735718,0.10818460241552068,1.335106500257915,37.84186362078667,0.04327265746518493
5a_R_Me_S_bp5,63,145.0,560.52359,-0.23199,-0.142732,0.089259,4480.5332,7081.9177,9928.162,15.181,8.791,8.593,14.109,17.528,0.4356947551578424,0.99692867705608,1.316765,5.870944,6.280527,12.92,14.54,14.14,5.91,11.877500000000001,3.496629627226767,442.8173,0.5229,-3.71538,-3e-05,-0.42709,63,-11.54756,166.00904,82.17415,969.79072,0.00882458,8.558,25.93581,82.38712,418.98,94.62,8.48592,16.536,11.69271,1.89316,8.273969528913138,0.13194823184992827,1.3392963701914458,87.28769701892108,0.1051050067691738
2c_S_bp2,65,167.0,653.43506,-0.234728,-0.152806,0.081922,4064.9164,11349.563,12534.7,17.756,10.078,10.389,12.047,20.035,0.47173365355183533,0.9939968247668188,1.341528,7.278144,7.472031,16.05,15.22,5.06,9.96,11.572500000000002,4.426202520219788,494.84571,0.5004,-3.83853,-4e-05,-0.40622,65,-11.01657,171.80843,81.9302,1069.44759,0.00818814,8.75679,26.77768,82.06421,476.84,96.36,8.60901,16.94749,11.63454,1.94957,8.73916776316178,0.20863918778110607,1.3386796245350463,121.81262211525943,0.12193392426128208
1i_R_bp5,47,123.0,482.3717,-0.240574,-0.166219,0.074355,2499.7477,5189.7438,6434.9581,13.52,7.96,8.423,11.649,15.818,0.4407355809417665,0.9935929648241206,1.363429,6.074416,7.092049,14.24,15.0,6.9,5.73,10.467500000000001,4.181694483101318,370.17141,0.5444,-3.89835,-9e-05,-0.58132,47,-12.35034,182.59207,87.07702,1673.34338,0.00753032,12.60081,34.5293,87.1636,362.2,97.85,8.90634,17.39298,11.96378,2.32811,7.230724972888729,0.1627043643751337,1.2996709604094316,93.01999255177661,0.09026235473697759
1b_R_bp4,45,119.0,468.33363,-0.236592,-0.157315,0.079277,2424.7847,4926.4401,5737.392,13.234,7.817,9.028,10.7,15.434,0.4389397645185143,0.9872073685557119,1.27556,6.032349,7.305756,15.04,14.75,7.45,14.87,13.0275,3.2218191677994588,347.00793,0.5558,-4.2121,-7e-05,-0.52211,45,-6.86031,176.75668,87.39889,1563.24175,0.00248168,3.87946,33.35569,87.46117,330.81,95.33,8.71596,17.5341,12.1884,3.35369,7.064086468245915,0.14182752365218143,1.2868422455218789,86.11446644882211,0.07628131846305854
3d_S_bp4,75,151.0,572.61888,-0.235009,-0.14144,0.093569,5139.734,6976.8803,10474.521,14.916,8.658,8.134,14.575,17.124,0.4298948108352371,0.988911988911989,1.213689,5.314008,4.380531,15.16,14.09,14.57,7.0,12.705,3.3155127808530613,492.78547,0.4982,-4.09522,-8e-05,-0.33455,75,-4.96274,156.86567,80.60193,731.49078,0.00260592,1.90621,20.90408,80.62036,483.23,98.06,8.62608,16.39974,11.62952,1.60427,8.393114377066505,0.11922707859911688,1.3794450417988093,43.518189644108375,0.11262555584043148
2d_S_bp5,71,159.0,612.5983,-0.229928,-0.149079,0.080849,4996.3378,10120.932,13280.057,17.801,10.1,9.258,13.84,19.501,0.4577806990774431,0.9653960396039605,1.385376,6.689084,5.131543,13.96,16.83,14.65,6.09,12.8825,4.062199988922258,498.76208,0.498,-3.97961,-6e-05,-0.39465,71,-2.18446,158.06744,79.09964,849.12953,0.00047125,0.40015,23.13823,79.10387,484.72,97.18,8.50143,16.55797,11.60537,1.80973,9.0978231913803,0.1726078555353332,1.3952585335117058,72.75587869804538,0.12011394989118358
1j_R_bp5,65,151.0,584.54506,-0.230571,-0.141671,0.0889,3883.4708,7134.0258,9236.2372,13.41,7.905,8.642,12.373,15.105,0.41818936877076407,0.9554079696394687,1.552113,6.25799,4.835506,10.66,15.39,4.8,7.41,9.565000000000001,3.9521797782995653,464.56389,0.5125,-3.63372,-0.0001,-0.42414,65,-4.61265,159.46678,77.50916,968.70568,0.00194609,1.88519,25.03162,77.52545,452.86,97.48,8.53187,16.57493,11.57052,1.90673,7.865574395932273,0.14422404760425764,1.3951289568750127,66.09216635113037,0.06925808660848994
5e_R_Me_R_bp4,69,177.0,696.5196,-0.23767,-0.154956,0.082715,6121.5978,8654.5223,11304.867,14.436,8.418,9.641,13.707,16.525,0.4144408496977905,0.9815276787835591,1.551467,6.747578,6.852215,35.33,19.73,4.72,4.24,16.005,12.77788812754283,504.82289,0.499,-3.9138,-1e-05,-0.39172,69,-11.00736,151.63379,80.58218,996.84059,0.00958052,9.55025,26.21501,80.71106,483.94,95.86,8.64716,17.53052,12.28117,2.99762,8.176758677953726,0.08391039415598121,1.3115950546915638,60.10149876893009,0.0648692106087138
5e_R_bp5,63,169.0,668.46637,-0.23642,-0.155966,0.080455,5666.5006,8589.5476,11686.644,15.103,8.752,9.064,14.033,16.968,0.4235117933358293,0.9693784277879341,1.521474,6.563308,5.806939,14.07,14.58,5.23,5.01,9.722499999999998,4.606687394429971,474.74064,0.5085,-3.73398,-7e-05,-0.42319,63,-1.66883,166.1351,79.31566,1049.2935,0.00020612,0.21628,26.15577,79.31748,465.26,98.0,8.70416,17.50707,12.32246,3.14693,8.324420049408186,0.1121354461740482,1.3405228008597632,33.21516390706092,0.08446153459743713
4b_S_bp5,57,145.0,568.45128,-0.234369,-0.157101,0.077268,3794.7159,6570.4262,8886.4754,14.211,8.305,7.507,12.942,16.537,0.44711512464175635,0.9956050571944611,1.220497,4.97131,6.090449,10.44,15.07,6.04,5.05,9.149999999999999,3.9746886670530563,423.59958,0.5288,-3.72427,-7e-05,-0.45671,57,-6.99489,160.52427,80.839,1203.69831,0.00324606,3.90728,28.54166,80.91475,401.67,94.82,8.58726,16.8992,11.9574,2.36756,7.7763123730406845,0.1427959551119808,1.3817180461141918,62.84539149588896,0.12467169662056624
3b_R_Me_R_bp3,75,159.0,608.5998,-0.22995,-0.147394,0.082557,4152.8976,7970.335,9699.8842,14.967,8.683,9.215,12.908,16.866,0.43258354920618636,0.9712081077968444,1.626723,6.8333,7.456009,21.31,20.98,15.61,6.66,16.14,5.922537462946098,510.07736,0.4861,-4.56683,-0.00028,-0.32097,75,-6.00483,158.31092,83.80669,1076.10154,0.0023721,2.55262,26.72166,83.85388,493.53,96.76,8.40479,17.326,11.86318,2.27039,8.001636504487191,0.13820506835575935,1.3203141133953724,19.35078590865196,0.08194280933534326
1f_S_bp4,63,135.0,516.51241,-0.235913,-0.143546,0.092367,3311.1326,5432.7682,7268.3492,13.25,7.825,8.167,12.547,15.526,0.4284216335540839,0.9920766773162939,1.234967,5.3117,4.908953,15.2,14.45,6.18,12.09,11.98,3.5398234419247516,433.11157,0.5163,-4.14258,-0.00012,-0.39672,63,-2.06292,162.10348,82.46077,898.65072,0.00039909,0.35864,23.57616,82.46372,425.77,98.3,8.66961,16.56502,11.68279,1.82218,7.43999819659877,0.12608989704379475,1.32629275232766,40.57621096266689,0.08836692786279343
1g_S_bp1,69,143.0,544.56565,-0.231746,-0.146823,0.084923,3486.1298,6031.0297,8055.5009,14.132,8.266,7.964,12.666,16.459,0.4437703901426299,0.9955843213162352,1.30409,4.988461,3.68446,17.81,17.98,14.74,7.4,14.4825,4.287565597165832,462.34497,0.5079,-4.26906,-8e-05,-0.36356,69,10.68395,156.3795,79.64544,774.40623,0.0,0.0,22.07646,79.64544,462.34,100.0,8.53753,16.52382,11.61601,1.75477,7.5906852324166385,0.13866531724487297,1.334064519119093,21.88737102779107,0.10981338182129491
3b_S_bp3,69,151.0,580.54657,-0.233839,-0.149122,0.084717,3611.2629,7872.4882,9064.593,14.742,8.571,9.191,11.255,16.395,0.445020493471947,0.956422821141057,1.632237,7.133543,7.167234,18.25,17.53,14.85,6.66,14.322500000000002,4.6017788680031115,476.94532,0.4979,-4.4719,-0.00021,-0.35988,69,-3.22838,169.4839,84.68505,1093.21952,0.0008506,0.92989,26.091,84.69484,464.58,97.41,8.64028,17.32041,11.90608,2.45807,7.949802081863072,0.15687958468861546,1.3872998277828499,56.912502309296805,0.08602779551665414
5c_R_bp4,57,153.0,601.36035,-0.232357,-0.145024,0.087333,5232.6657,7262.5337,10176.464,15.033,8.716,8.968,13.511,17.324,0.43524357460492935,0.9938044974759066,1.311198,6.053572,6.825334,14.11,14.59,4.79,10.35,10.96,3.922384478859766,440.61433,0.5236,-3.56829,-4e-05,-0.43649,57,-14.15503,163.79704,80.45956,980.40194,0.01497383,14.68037,25.99376,80.73518,416.22,94.46,8.5558,16.96963,11.70286,1.93565,8.204670325920393,0.10085846247377857,1.33353562922502,93.72789619870979,0.09323551477021157
5e_S_bp1,63,169.0,668.46637,-0.232032,-0.156839,0.075193,5826.9425,8342.7159,11872.751,15.442,8.921,8.631,15.289,17.202,0.41831622975536215,0.9641295818854391,1.472284,6.562489,4.99045,19.61,19.0,5.59,5.59,12.447500000000002,6.860890521645131,475.10671,0.508,-4.12789,-5e-05,-0.42253,63,8.35964,165.32432,77.82167,984.66264,0.0,0.0,26.01371,77.82167,474.25,99.82,8.52325,17.46992,12.31214,3.23634,8.340410955684797,0.11316637185461832,1.3206923060899447,58.10640052568338,0.10051251357417357
5h_S_bp1,61,149.0,580.5133,-0.229327,-0.151233,0.078094,4843.1959,7379.3116,10515.417,15.604,9.002,8.729,14.462,17.768,0.43379965331184844,0.9868918018218173,1.413713,6.312027,3.76589,18.74,14.49,4.77,5.65,10.9125,5.905346624034866,453.43823,0.5166,-3.71368,-7e-05,-0.45604,61,1.0913,162.9304,75.91819,913.45428,0.0,0.0,23.60782,75.91819,443.38,97.78,8.53044,16.91068,11.60005,1.9842,8.362890665615929,0.1285014416012562,1.3295352760643016,100.00676074820925,0.10440157488658676
4c_R_bp2,57,153.0,601.36035,-0.230931,-0.158713,0.072219,3757.648,7247.6034,7863.598,14.092,8.246,9.959,10.737,16.216,0.43931512787169485,0.9832646131457676,1.504124,7.247639,7.096563,13.64,11.98,6.24,5.95,9.4525,3.409951429272857,439.06024,0.526,-4.14581,-0.00019,-0.44995,57,-6.40223,165.02248,82.47468,1156.94217,0.00256701,2.96988,28.25441,82.54422,423.89,96.54,8.66196,16.79692,11.67131,2.02388,7.4849850301609475,0.11448156371860947,1.296574194371023,61.67959858951717,0.07307429684871865
7j_R_bp4,99,203.0,772.85418,-0.229626,-0.140873,0.088753,7904.6641,11225.78,13426.987,15.18,8.79,12.458,14.979,17.022,0.38286961020265864,0.968259385665529,2.309285,10.092885,5.336138,28.71,17.0,13.69,6.11,16.3775,8.141287904871072,638.39113,0.4672,-3.67501,-4e-05,-0.28354,99,-17.50847,136.72189,75.15613,644.94895,0.0334239,21.55671,21.22023,75.47759,612.39,95.93,8.42314,16.11189,11.45944,1.47606,8.672854736641884,0.06287005815696127,1.2278219859112853,47.072169753200164,0.02342627869971608
5a_S_bp5,57,137.0,532.47036,-0.233175,-0.14341,0.089766,4207.861,6750.147,9563.3819,15.477,8.938,8.216,13.66,17.869,0.44959114354006796,0.9996084135153277,1.210628,5.602963,6.322442,13.49,15.04,13.79,6.76,12.27,3.233875384117329,413.54042,0.5328,-3.74102,-2e-05,-0.47968,57,-10.1588,166.87853,82.68504,1072.81627,0.00660522,7.08618,26.82896,82.84416,390.98,94.54,8.51015,16.70806,11.73164,2.08332,8.295496194680776,0.1391437738962925,1.3689654475635613,99.97993829951449,0.12254392124713306
4j_R_bp5,77,177.0,684.66271,-0.224979,-0.158019,0.066961,6225.7542,8731.963,10567.882,14.175,8.288,10.658,14.004,16.516,0.4010879595900724,0.9963803088803087,2.020079,7.884617,3.496672,4.79,6.47,5.61,14.25,7.78,3.782393422160101,538.5984,0.4944,-3.56889,-5e-05,-0.35849,77,2.22273,151.53253,73.59239,699.62821,0.0,0.0,21.15778,73.59239,535.17,99.36,8.59921,16.56609,11.45979,1.73708,8.158982837142362,0.06287461195041988,1.256933689477033,51.474755762776645,0.04448370424861463
6i_R_bp3,59,149.0,582.48935,-0.23262,-0.166407,0.066213,4479.7734,6271.7376,8688.3382,14.662,8.531,9.414,13.599,16.903,0.42346427497745265,0.9906810455984056,1.370268,6.834107,9.657416,21.73,21.63,6.14,11.08,15.145,6.764460436723686,448.8058,0.5162,-4.04997,-0.00015,-0.50391,59,-19.98682,171.79222,86.52718,1627.98296,0.02035374,33.13555,34.85826,86.76147,428.34,95.44,8.48372,17.26017,11.86657,2.07168,7.719481952893822,0.09920326079541017,1.2420156867890062,93.18618920379122,0.07555932177484279
